time,.Header.seq,.Header.stamp.secs,.Header.stamp.nsecs,.Header.frame_id,.Latitude,.Longitude,.Altitude,.UTM_easting,.UTM_northing,.Zone,.Letter,.Quality
2022/10/11/16:33:30.879853,96,1665545611,0,GPS1_Frame,42.33639144897461,-71.08851623535156,40.0,327944.375,4689238.5,19,T,4
2022/10/11/16:33:31.872169,97,1665545612,0,GPS1_Frame,42.336387634277344,-71.0885238647461,40.0,327944.0,4689238.5,19,T,4
2022/10/11/16:33:32.869597,98,1665545613,0,GPS1_Frame,42.33638381958008,-71.0885238647461,40.0,327943.65625,4689238.0,19,T,4
2022/10/11/16:33:33.872938,99,1665545614,0,GPS1_Frame,42.33638000488281,-71.08853149414062,40.0,327943.25,4689237.5,19,T,4
2022/10/11/16:33:34.886038,100,1665545615,0,GPS1_Frame,42.33637619018555,-71.08853149414062,40.0,327942.9375,4689237.5,19,T,4
2022/10/11/16:33:35.879471,101,1665545616,0,GPS1_Frame,42.33637237548828,-71.08853912353516,40.0,327942.59375,4689237.0,19,T,4
2022/10/11/16:33:36.880470,102,1665545617,0,GPS1_Frame,42.33637237548828,-71.08853912353516,39.900001525878906,327942.34375,4689236.5,19,T,4
2022/10/11/16:33:37.869689,103,1665545618,0,GPS1_Frame,42.336368560791016,-71.08854675292969,39.900001525878906,327942.125,4689236.5,19,T,4
2022/10/11/16:33:38.898812,104,1665545619,0,GPS1_Frame,42.33636474609375,-71.08854675292969,39.900001525878906,327941.90625,4689236.0,19,T,4
2022/10/11/16:33:39.876377,105,1665545620,0,GPS1_Frame,42.33636474609375,-71.08854675292969,39.900001525878906,327941.625,4689236.0,19,T,4
2022/10/11/16:33:40.886245,106,1665545621,0,GPS1_Frame,42.336360931396484,-71.08855438232422,39.900001525878906,327941.375,4689235.5,19,T,4
2022/10/11/16:33:41.864849,107,1665545622,0,GPS1_Frame,42.33635711669922,-71.08855438232422,39.900001525878906,327941.125,4689235.5,19,T,4
2022/10/11/16:33:42.895730,108,1665545623,0,GPS1_Frame,42.33635330200195,-71.08855438232422,39.900001525878906,327940.90625,4689235.0,19,T,4
2022/10/11/16:33:43.867007,109,1665545624,0,GPS1_Frame,42.33635330200195,-71.08856201171875,39.900001525878906,327940.5,4689234.5,19,T,4
2022/10/11/16:33:44.881954,110,1665545625,0,GPS1_Frame,42.33634948730469,-71.08856964111328,39.79999923706055,327940.125,4689234.5,19,T,4
2022/10/11/16:33:45.870139,111,1665545626,0,GPS1_Frame,42.33634567260742,-71.08856964111328,39.79999923706055,327939.84375,4689234.0,19,T,4
2022/10/11/16:33:46.870134,112,1665545627,0,GPS1_Frame,42.336341857910156,-71.08857727050781,39.79999923706055,327939.53125,4689233.5,19,T,4
2022/10/11/16:33:47.873352,113,1665545628,0,GPS1_Frame,42.336341857910156,-71.08857727050781,39.79999923706055,327939.28125,4689233.5,19,T,4
2022/10/11/16:33:48.876308,114,1665545629,0,GPS1_Frame,42.33633804321289,-71.08857727050781,39.79999923706055,327938.9375,4689233.0,19,T,4
2022/10/11/16:33:49.854397,115,1665545630,0,GPS1_Frame,42.336334228515625,-71.08858489990234,39.79999923706055,327938.59375,4689232.5,19,T,4
2022/10/11/16:33:50.880541,116,1665545631,0,GPS1_Frame,42.33633041381836,-71.08858489990234,39.900001525878906,327938.28125,4689232.5,19,T,4
2022/10/11/16:33:51.863837,117,1665545632,0,GPS1_Frame,42.336326599121094,-71.08859252929688,39.79999923706055,327937.9375,4689232.0,19,T,4
2022/10/11/16:33:52.880343,118,1665545633,0,GPS1_Frame,42.336326599121094,-71.08859252929688,39.79999923706055,327937.75,4689231.5,19,T,4
2022/10/11/16:33:53.861885,119,1665545634,0,GPS1_Frame,42.33632278442383,-71.0886001586914,39.900001525878906,327937.40625,4689231.5,19,T,4
2022/10/11/16:33:54.873867,120,1665545635,0,GPS1_Frame,42.33631896972656,-71.0886001586914,39.79999923706055,327937.125,4689231.0,19,T,4
2022/10/11/16:33:55.855418,121,1665545636,0,GPS1_Frame,42.3363151550293,-71.08860778808594,39.70000076293945,327936.71875,4689230.5,19,T,4
2022/10/11/16:33:56.882450,122,1665545637,0,GPS1_Frame,42.33631134033203,-71.08861541748047,39.70000076293945,327936.34375,4689230.5,19,T,4
2022/10/11/16:33:57.857999,123,1665545638,0,GPS1_Frame,42.33631134033203,-71.08861541748047,39.599998474121094,327936.125,4689230.0,19,T,4
2022/10/11/16:33:58.877279,124,1665545639,0,GPS1_Frame,42.336307525634766,-71.08861541748047,39.599998474121094,327935.78125,4689230.0,19,T,4
2022/10/11/16:33:59.864063,125,1665545640,0,GPS1_Frame,42.3363037109375,-71.088623046875,39.5,327935.5625,4689229.5,19,T,4
2022/10/11/16:34:00.867099,126,1665545641,0,GPS1_Frame,42.3363037109375,-71.088623046875,39.5,327935.25,4689229.0,19,T,4
2022/10/11/16:34:01.865358,127,1665545642,0,GPS1_Frame,42.336299896240234,-71.08863067626953,39.5,327934.96875,4689229.0,19,T,4
2022/10/11/16:34:02.883631,128,1665545643,0,GPS1_Frame,42.33629608154297,-71.08863067626953,39.400001525878906,327934.59375,4689228.5,19,T,4
2022/10/11/16:34:03.856487,129,1665545644,0,GPS1_Frame,42.3362922668457,-71.08863830566406,39.400001525878906,327934.25,4689228.5,19,T,4
2022/10/11/16:34:04.866130,130,1665545645,0,GPS1_Frame,42.33628845214844,-71.08863830566406,39.400001525878906,327933.9375,4689228.0,19,T,4
2022/10/11/16:34:05.867010,131,1665545646,0,GPS1_Frame,42.33628845214844,-71.0886459350586,39.29999923706055,327933.59375,4689227.5,19,T,4
2022/10/11/16:34:06.882546,132,1665545647,0,GPS1_Frame,42.33628463745117,-71.0886459350586,39.29999923706055,327933.34375,4689227.5,19,T,4
2022/10/11/16:34:07.877591,133,1665545648,0,GPS1_Frame,42.336280822753906,-71.08865356445312,39.29999923706055,327933.03125,4689227.0,19,T,4
2022/10/11/16:34:08.883125,134,1665545649,0,GPS1_Frame,42.33627700805664,-71.08865356445312,39.20000076293945,327932.75,4689226.5,19,T,4
2022/10/11/16:34:09.884991,135,1665545650,0,GPS1_Frame,42.33627700805664,-71.08865356445312,39.20000076293945,327932.46875,4689226.5,19,T,4
2022/10/11/16:34:10.882066,136,1665545651,0,GPS1_Frame,42.336273193359375,-71.08866119384766,39.20000076293945,327932.1875,4689226.0,19,T,4
2022/10/11/16:34:11.870784,137,1665545652,0,GPS1_Frame,42.33626937866211,-71.08866119384766,39.099998474121094,327931.875,4689225.5,19,T,4
2022/10/11/16:34:12.878126,138,1665545653,0,GPS1_Frame,42.336265563964844,-71.08866882324219,39.20000076293945,327931.65625,4689225.5,19,T,4
2022/10/11/16:34:13.866213,139,1665545654,0,GPS1_Frame,42.336265563964844,-71.08866882324219,39.20000076293945,327931.5,4689225.0,19,T,4
2022/10/11/16:34:14.886767,140,1665545655,0,GPS1_Frame,42.33626174926758,-71.08866882324219,39.20000076293945,327931.1875,4689225.0,19,T,4
2022/10/11/16:34:15.855784,141,1665545656,0,GPS1_Frame,42.33626174926758,-71.08867645263672,39.20000076293945,327930.9375,4689224.5,19,T,4
2022/10/11/16:34:16.887221,142,1665545657,0,GPS1_Frame,42.33625793457031,-71.08867645263672,39.20000076293945,327930.78125,4689224.5,19,T,4
2022/10/11/16:34:17.873759,143,1665545658,0,GPS1_Frame,42.33625793457031,-71.08867645263672,39.099998474121094,327930.5625,4689224.5,19,T,4
2022/10/11/16:34:18.869502,144,1665545659,0,GPS1_Frame,42.33625411987305,-71.08868408203125,39.20000076293945,327930.25,4689224.0,19,T,4
2022/10/11/16:34:19.863348,145,1665545660,0,GPS1_Frame,42.33625411987305,-71.08869171142578,39.099998474121094,327929.875,4689224.0,19,T,4
2022/10/11/16:34:20.883020,146,1665545661,0,GPS1_Frame,42.33625030517578,-71.08869171142578,39.099998474121094,327929.53125,4689223.5,19,T,4
2022/10/11/16:34:21.857199,147,1665545662,0,GPS1_Frame,42.33625030517578,-71.08869934082031,39.099998474121094,327929.15625,4689223.5,19,T,4
2022/10/11/16:34:22.890062,148,1665545663,0,GPS1_Frame,42.336246490478516,-71.08869934082031,39.099998474121094,327928.875,4689223.0,19,T,4
2022/10/11/16:34:23.921685,149,1665545664,0,GPS1_Frame,42.33624267578125,-71.08870697021484,39.0,327928.625,4689223.0,19,T,4
2022/10/11/16:34:24.970841,150,1665545665,0,GPS1_Frame,42.33624267578125,-71.08870697021484,39.0,327928.40625,4689222.5,19,T,4
2022/10/11/16:34:25.966816,151,1665545666,0,GPS1_Frame,42.336238861083984,-71.08870697021484,39.0,327928.09375,4689222.5,19,T,4
2022/10/11/16:34:26.999798,152,1665545667,0,GPS1_Frame,42.33623504638672,-71.08870697021484,39.0,327928.03125,4689222.0,19,T,4
2022/10/11/16:34:28.002379,153,1665545668,0,GPS1_Frame,42.33623123168945,-71.08870697021484,39.0,327928.25,4689221.5,19,T,4
2022/10/11/16:34:29.034484,154,1665545669,0,GPS1_Frame,42.33622741699219,-71.08870697021484,39.0,327928.53125,4689221.0,19,T,4
2022/10/11/16:34:30.029985,155,1665545670,0,GPS1_Frame,42.33622741699219,-71.08869934082031,38.900001525878906,327928.875,4689221.0,19,T,4
2022/10/11/16:34:31.043219,156,1665545671,0,GPS1_Frame,42.33622360229492,-71.08869171142578,38.599998474121094,327929.25,4689220.5,19,T,2
2022/10/11/16:34:32.028018,157,1665545672,0,GPS1_Frame,42.336219787597656,-71.08869171142578,38.900001525878906,327929.46875,4689220.0,19,T,4
2022/10/11/16:34:33.071056,158,1665545673,0,GPS1_Frame,42.33621597290039,-71.08869171142578,38.900001525878906,327929.78125,4689220.0,19,T,4
2022/10/11/16:34:34.061337,159,1665545674,0,GPS1_Frame,42.33621597290039,-71.08868408203125,38.900001525878906,327930.125,4689219.5,19,T,4
2022/10/11/16:34:35.080202,160,1665545675,0,GPS1_Frame,42.336212158203125,-71.08867645263672,38.900001525878906,327930.4375,4689219.0,19,T,4
2022/10/11/16:34:36.078306,161,1665545676,0,GPS1_Frame,42.33620834350586,-71.08867645263672,38.900001525878906,327930.65625,4689219.0,19,T,4
2022/10/11/16:34:37.095846,162,1665545677,0,GPS1_Frame,42.336204528808594,-71.08867645263672,38.900001525878906,327931.03125,4689218.5,19,T,4
2022/10/11/16:34:38.081639,163,1665545678,0,GPS1_Frame,42.33620071411133,-71.08866882324219,38.900001525878906,327931.34375,4689218.0,19,T,4
2022/10/11/16:34:39.108496,164,1665545679,0,GPS1_Frame,42.33620071411133,-71.08866119384766,38.900001525878906,327931.65625,4689218.0,19,T,4
2022/10/11/16:34:40.084370,165,1665545680,0,GPS1_Frame,42.33619689941406,-71.08866119384766,38.900001525878906,327931.96875,4689217.5,19,T,4
2022/10/11/16:34:41.107101,166,1665545681,0,GPS1_Frame,42.3361930847168,-71.08866119384766,38.900001525878906,327932.1875,4689217.5,19,T,4
2022/10/11/16:34:42.097816,167,1665545682,0,GPS1_Frame,42.3361930847168,-71.08865356445312,39.0,327932.34375,4689217.0,19,T,4
2022/10/11/16:34:43.118661,168,1665545683,0,GPS1_Frame,42.33618927001953,-71.08865356445312,39.0,327932.59375,4689216.5,19,T,4
2022/10/11/16:34:44.094187,169,1665545684,0,GPS1_Frame,42.336185455322266,-71.08865356445312,38.900001525878906,327932.8125,4689216.5,19,T,4
2022/10/11/16:34:45.122345,170,1665545685,0,GPS1_Frame,42.336185455322266,-71.0886459350586,38.900001525878906,327933.0625,4689216.0,19,T,4
2022/10/11/16:34:46.099764,171,1665545686,0,GPS1_Frame,42.336181640625,-71.0886459350586,38.900001525878906,327933.375,4689216.0,19,T,4
2022/10/11/16:34:47.142655,172,1665545687,0,GPS1_Frame,42.336177825927734,-71.08863830566406,38.900001525878906,327933.6875,4689215.5,19,T,4
2022/10/11/16:34:48.110247,173,1665545688,0,GPS1_Frame,42.336177825927734,-71.08863830566406,38.79999923706055,327933.96875,4689215.5,19,T,4
2022/10/11/16:34:49.118038,174,1665545689,0,GPS1_Frame,42.33617401123047,-71.08863067626953,38.900001525878906,327934.40625,4689215.0,19,T,4
2022/10/11/16:34:50.103563,175,1665545690,0,GPS1_Frame,42.3361701965332,-71.08863067626953,38.900001525878906,327934.6875,4689214.5,19,T,4
2022/10/11/16:34:51.130532,176,1665545691,0,GPS1_Frame,42.3361701965332,-71.088623046875,38.900001525878906,327935.09375,4689214.5,19,T,4
2022/10/11/16:34:52.101508,177,1665545692,0,GPS1_Frame,42.33616638183594,-71.08861541748047,38.900001525878906,327935.59375,4689214.0,19,T,4
2022/10/11/16:34:53.115315,178,1665545693,0,GPS1_Frame,42.33616638183594,-71.08860778808594,38.79999923706055,327936.125,4689214.0,19,T,4
2022/10/11/16:34:54.096676,179,1665545694,0,GPS1_Frame,42.3361701965332,-71.08860778808594,38.900001525878906,327936.5625,4689214.5,19,T,4
2022/10/11/16:34:55.116321,180,1665545695,0,GPS1_Frame,42.3361701965332,-71.0886001586914,38.79999923706055,327936.875,4689214.5,19,T,4
2022/10/11/16:34:56.110720,181,1665545696,0,GPS1_Frame,42.33617401123047,-71.0886001586914,38.900001525878906,327937.1875,4689215.0,19,T,4
2022/10/11/16:34:57.115496,182,1665545697,0,GPS1_Frame,42.336177825927734,-71.08859252929688,38.900001525878906,327937.5,4689215.0,19,T,4
2022/10/11/16:34:58.098124,183,1665545698,0,GPS1_Frame,42.336177825927734,-71.08859252929688,38.900001525878906,327937.75,4689215.5,19,T,4
2022/10/11/16:34:59.117513,184,1665545699,0,GPS1_Frame,42.336181640625,-71.08858489990234,38.900001525878906,327938.03125,4689215.5,19,T,4
2022/10/11/16:35:00.118648,185,1665545700,0,GPS1_Frame,42.336181640625,-71.08858489990234,38.900001525878906,327938.21875,4689216.0,19,T,4
2022/10/11/16:35:01.114492,186,1665545701,0,GPS1_Frame,42.336185455322266,-71.08858489990234,39.0,327938.46875,4689216.0,19,T,4
2022/10/11/16:35:02.110259,187,1665545702,0,GPS1_Frame,42.336185455322266,-71.08857727050781,38.900001525878906,327938.71875,4689216.5,19,T,4
2022/10/11/16:35:03.137485,188,1665545703,0,GPS1_Frame,42.33618927001953,-71.08857727050781,39.0,327938.9375,4689216.5,19,T,4
2022/10/11/16:35:04.111051,189,1665545704,0,GPS1_Frame,42.33618927001953,-71.08856964111328,39.0,327939.25,4689216.5,19,T,4
2022/10/11/16:35:05.119539,190,1665545705,0,GPS1_Frame,42.3361930847168,-71.08856964111328,39.0,327939.5625,4689217.0,19,T,4
